timestamp,asset_id,soc,soh,temperature,power,status,data_quality_flag
2025-12-01T03:30:00+00:00,rack_01,83.04,99.9941,29.83,6.69,charging,ok
2025-12-01T03:30:00+00:00,rack_02,83.31,99.9915,31.07,7.77,charging,ok
2025-12-01T03:45:00+00:00,rack_01,83.59,100.0000,29.73,2.17,charging,ok
2025-12-01T03:45:00+00:00,rack_02,84.34,99.9910,31.40,4.12,charging,ok
2025-12-01T04:00:00+00:00,rack_01,86.84,100.0000,29.94,13.00,charging,ok
2025-12-01T04:00:00+00:00,rack_02,86.51,99.9899,31.74,8.70,charging,ok
2025-12-01T04:15:00+00:00,rack_01,87.08,100.0000,29.43,0.99,idle,ok
2025-12-01T04:15:00+00:00,rack_02,86.99,99.9919,31.56,1.90,idle,ok
2025-12-01T04:30:00+00:00,rack_01,87.42,100.0000,29.96,1.32,idle,ok
2025-12-01T04:30:00+00:00,rack_02,86.96,99.9996,31.41,-0.11,idle,ok
2025-12-01T04:45:00+00:00,rack_01,89.27,100.0000,29.54,7.40,charging,ok
2025-12-01T04:45:00+00:00,rack_02,88.61,100.0000,31.43,6.60,charging,ok
2025-12-01T05:00:00+00:00,rack_01,89.52,100.0000,29.96,1.03,idle,ok
2025-12-01T05:00:00+00:00,rack_02,88.97,99.9896,31.60,1.43,idle,ok
2025-12-01T05:15:00+00:00,rack_01,88.22,100.0000,30.07,-5.20,discharging,ok
2025-12-01T05:15:00+00:00,rack_02,90.17,99.9957,31.41,4.82,charging,ok
2025-12-01T05:30:00+00:00,rack_01,90.63,100.0000,29.45,9.63,charging,ok
2025-12-01T05:30:00+00:00,rack_02,89.69,99.9909,31.99,-1.93,idle,ok
2025-12-01T05:45:00+00:00,rack_01,90.57,99.9921,29.78,-0.24,idle,ok
2025-12-01T05:45:00+00:00,rack_02,90.05,99.9948,32.09,1.45,idle,ok
2025-12-01T06:00:00+00:00,rack_01,89.82,99.9937,29.83,-3.01,discharging,ok
2025-12-01T06:00:00+00:00,rack_02,90.55,99.9935,31.65,2.01,charging,ok
2025-12-01T06:15:00+00:00,rack_01,91.12,100.0000,29.75,5.21,charging,ok
2025-12-01T06:15:00+00:00,rack_02,89.97,99.9919,31.58,-2.32,discharging,ok
2025-12-01T06:30:00+00:00,rack_01,89.33,100.0000,29.57,-7.14,discharging,ok
2025-12-01T06:30:00+00:00,rack_02,89.05,99.9909,31.89,-3.69,discharging,ok
2025-12-01T06:45:00+00:00,rack_01,88.72,100.0000,30.05,-2.43,discharging,ok
2025-12-01T06:45:00+00:00,rack_02,88.35,99.9942,31.90,-2.82,discharging,ok
2025-12-01T07:00:00+00:00,rack_01,88.21,99.9921,30.09,-2.07,discharging,ok
2025-12-01T07:00:00+00:00,rack_02,89.06,99.9989,31.97,2.87,charging,ok
2025-12-01T07:15:00+00:00,rack_01,89.01,99.9932,29.38,3.23,charging,ok
2025-12-01T07:15:00+00:00,rack_02,88.11,99.9979,31.68,-3.81,discharging,ok
2025-12-01T07:30:00+00:00,rack_01,88.08,100.0000,30.05,-3.75,discharging,ok
2025-12-01T07:30:00+00:00,rack_02,86.56,99.9974,31.53,-6.19,discharging,ok
2025-12-01T07:45:00+00:00,rack_01,87.52,99.9943,29.37,-2.24,discharging,ok
2025-12-01T07:45:00+00:00,rack_02,86.53,99.9978,31.44,-0.15,idle,ok
2025-12-01T08:00:00+00:00,rack_01,85.05,100.0000,29.51,-9.88,discharging,ok
2025-12-01T08:00:00+00:00,rack_02,86.51,100.0000,31.20,-0.05,idle,ok
2025-12-01T08:15:00+00:00,rack_01,85.72,100.0000,29.87,2.70,charging,ok
2025-12-01T08:15:00+00:00,rack_02,85.55,100.0000,31.23,-3.87,discharging,ok
2025-12-01T08:30:00+00:00,rack_01,83.25,99.9936,29.35,-9.89,discharging,ok
2025-12-01T08:30:00+00:00,rack_02,82.22,99.9969,31.82,-13.29,discharging,ok
2025-12-01T08:45:00+00:00,rack_01,81.37,100.0000,29.32,-7.51,discharging,ok
2025-12-01T08:45:00+00:00,rack_02,81.75,100.0000,31.75,-1.90,idle,ok
2025-12-01T09:00:00+00:00,rack_01,80.61,100.0000,29.00,-3.03,discharging,ok
2025-12-01T09:00:00+00:00,rack_02,79.99,100.0000,31.34,-7.03,discharging,ok
2025-12-01T09:15:00+00:00,rack_01,79.03,100.0000,28.83,-6.34,discharging,ok
2025-12-01T09:15:00+00:00,rack_02,79.13,99.9993,31.47,-3.45,discharging,ok
2025-12-01T09:30:00+00:00,rack_01,76.46,100.0000,28.76,-10.27,discharging,ok
2025-12-01T09:30:00+00:00,rack_02,76.53,100.0000,31.24,-10.40,discharging,ok
2025-12-01T09:45:00+00:00,rack_01,74.92,99.9916,29.31,-6.17,discharging,ok
2025-12-01T09:45:00+00:00,rack_02,74.95,100.0000,31.10,-6.34,discharging,ok
2025-12-01T10:00:00+00:00,rack_01,73.56,100.0000,28.92,-5.46,discharging,ok
2025-12-01T10:00:00+00:00,rack_02,74.79,99.9933,31.07,-0.61,idle,ok
2025-12-01T10:15:00+00:00,rack_01,71.25,99.9971,28.93,-9.24,discharging,ok
2025-12-01T10:15:00+00:00,rack_02,71.39,99.9955,31.00,-13.60,discharging,ok
2025-12-01T10:30:00+00:00,rack_01,68.91,99.9983,29.09,-9.34,discharging,ok
2025-12-01T10:30:00+00:00,rack_02,71.13,99.9906,30.46,-1.07,idle,ok
2025-12-01T10:45:00+00:00,rack_01,67.38,100.0000,28.88,-6.11,discharging,ok
2025-12-01T10:45:00+00:00,rack_02,68.86,99.9965,30.30,-9.08,discharging,ok
2025-12-01T11:00:00+00:00,rack_01,66.71,100.0000,28.56,-2.68,discharging,ok
2025-12-01T11:00:00+00:00,rack_02,67.08,100.0000,30.07,-7.10,discharging,ok
2025-12-01T11:15:00+00:00,rack_01,64.60,99.9951,28.48,-8.44,discharging,ok
2025-12-01T11:15:00+00:00,rack_02,64.89,99.9917,30.04,-8.75,discharging,ok
2025-12-01T11:30:00+00:00,rack_01,60.80,100.0000,28.05,-15.21,discharging,ok
2025-12-01T11:30:00+00:00,rack_02,61.99,100.0000,30.00,-11.60,discharging,ok
2025-12-01T11:45:00+00:00,rack_01,59.95,99.9943,28.11,-3.40,discharging,ok
2025-12-01T11:45:00+00:00,rack_02,60.60,100.0000,29.79,-5.58,discharging,ok
2025-12-01T12:00:00+00:00,rack_01,57.32,99.9945,27.60,-10.52,discharging,ok
2025-12-01T12:00:00+00:00,rack_02,58.15,100.0000,29.81,-9.79,discharging,ok
2025-12-01T12:15:00+00:00,rack_01,55.95,100.0000,27.82,-5.45,discharging,ok
2025-12-01T12:15:00+00:00,rack_02,54.20,99.9905,30.19,-15.81,discharging,ok
2025-12-01T12:30:00+00:00,rack_01,54.23,99.9999,28.03,-6.90,discharging,ok
2025-12-01T12:30:00+00:00,rack_02,53.46,99.9919,29.47,-2.97,discharging,ok
2025-12-01T12:45:00+00:00,rack_01,50.70,100.0000,27.89,-14.11,discharging,ok
2025-12-01T12:45:00+00:00,rack_02,52.03,100.0000,29.42,-5.72,discharging,ok
2025-12-01T13:00:00+00:00,rack_01,48.49,99.9910,27.76,-8.85,discharging,ok
2025-12-01T13:00:00+00:00,rack_02,50.01,99.9970,29.63,-8.06,discharging,ok
2025-12-01T13:15:00+00:00,rack_01,46.22,100.0000,27.71,-9.05,discharging,ok
2025-12-01T13:15:00+00:00,rack_02,48.20,100.0000,29.73,-7.26,discharging,ok
2025-12-01T13:30:00+00:00,rack_01,43.92,100.0000,27.18,-9.21,discharging,ok
2025-12-01T13:30:00+00:00,rack_02,46.10,100.0000,29.60,-8.40,discharging,ok
2025-12-01T13:45:00+00:00,rack_01,43.87,99.9942,27.43,-0.20,idle,ok
2025-12-01T13:45:00+00:00,rack_02,42.19,100.0000,29.49,-15.65,discharging,ok
2025-12-01T14:00:00+00:00,rack_01,40.58,100.0000,27.07,-13.15,discharging,ok
2025-12-01T14:00:00+00:00,rack_02,40.78,100.0000,28.88,-5.61,discharging,ok
2025-12-01T14:15:00+00:00,rack_01,38.30,99.9927,26.86,-9.13,discharging,ok
2025-12-01T14:15:00+00:00,rack_02,40.32,100.0000,28.82,-1.86,idle,ok
2025-12-01T14:30:00+00:00,rack_01,38.05,99.9968,27.29,-0.98,idle,ok
2025-12-01T14:30:00+00:00,rack_02,37.80,100.0000,28.60,-10.06,discharging,ok
2025-12-01T14:45:00+00:00,rack_01,37.20,99.9923,27.18,-3.42,discharging,ok
2025-12-01T14:45:00+00:00,rack_02,35.51,99.9909,28.76,-9.18,discharging,ok
2025-12-01T15:00:00+00:00,rack_01,35.07,99.9950,26.81,-8.53,discharging,ok
2025-12-01T15:00:00+00:00,rack_02,34.55,99.9965,28.79,-3.85,discharging,ok
2025-12-01T15:15:00+00:00,rack_01,32.48,100.0000,26.25,-10.36,discharging,ok
2025-12-01T15:15:00+00:00,rack_02,34.09,99.9995,28.82,-1.84,idle,ok
2025-12-01T15:30:00+00:00,rack_01,32.30,100.0000,26.46,-0.72,idle,ok
2025-12-01T15:30:00+00:00,rack_02,30.68,100.0000,28.44,-13.61,discharging,ok
2025-12-01T15:45:00+00:00,rack_01,30.03,100.0000,26.68,-9.06,discharging,ok
2025-12-01T15:45:00+00:00,rack_02,30.00,99.9949,28.43,-2.74,discharging,ok
2025-12-01T16:00:00+00:00,rack_01,29.12,99.9946,26.14,-3.64,discharging,ok
2025-12-01T16:00:00+00:00,rack_02,29.16,100.0000,28.58,-3.34,discharging,ok
2025-12-01T16:15:00+00:00,rack_01,29.32,100.0000,26.23,0.79,idle,ok
2025-12-01T16:15:00+00:00,rack_02,28.47,99.9887,28.22,-2.79,discharging,ok
2025-12-01T16:30:00+00:00,rack_01,27.31,100.0000,26.46,-8.05,discharging,ok
2025-12-01T16:30:00+00:00,rack_02,27.39,99.9975,28.11,-4.31,discharging,ok
2025-12-01T16:45:00+00:00,rack_01,26.66,100.0000,26.53,-2.58,discharging,ok
2025-12-01T16:45:00+00:00,rack_02,25.93,99.9903,28.31,-5.83,discharging,ok
2025-12-01T17:00:00+00:00,rack_01,26.43,99.9953,26.52,-0.94,idle,ok
2025-12-01T17:00:00+00:00,rack_02,26.71,100.0000,28.04,3.11,charging,ok
2025-12-01T17:15:00+00:00,rack_01,24.90,99.9891,26.03,-6.10,discharging,ok
2025-12-01T17:15:00+00:00,rack_02,25.56,100.0000,27.89,-4.58,discharging,ok
2025-12-01T17:30:00+00:00,rack_01,25.07,100.0000,25.97,0.68,idle,ok
2025-12-01T17:30:00+00:00,rack_02,25.75,99.9984,28.01,0.74,idle,ok
2025-12-01T17:45:00+00:00,rack_01,25.44,99.9886,26.40,1.49,idle,ok
2025-12-01T17:45:00+00:00,rack_02,25.72,99.9907,28.14,-0.13,idle,ok
2025-12-01T18:00:00+00:00,rack_01,24.22,100.0000,26.21,-4.89,discharging,ok
2025-12-01T18:00:00+00:00,rack_02,23.92,99.9935,28.48,-7.19,discharging,ok
2025-12-01T18:15:00+00:00,rack_01,24.97,100.0000,26.34,2.97,charging,ok
2025-12-01T18:15:00+00:00,rack_02,26.24,100.0000,28.56,9.28,charging,ok
2025-12-01T18:30:00+00:00,rack_01,26.22,100.0000,26.39,5.01,charging,ok
2025-12-01T18:30:00+00:00,rack_02,25.29,100.0000,28.25,-3.80,discharging,ok
2025-12-01T18:45:00+00:00,rack_01,26.58,100.0000,26.21,1.44,idle,ok
2025-12-01T18:45:00+00:00,rack_02,25.05,99.9934,28.34,-0.97,idle,ok
2025-12-01T19:00:00+00:00,rack_01,26.75,99.9988,26.36,0.67,idle,ok
2025-12-01T19:00:00+00:00,rack_02,25.57,99.9900,28.09,2.08,charging,ok
2025-12-01T19:15:00+00:00,rack_01,26.18,99.9948,26.33,-2.27,discharging,ok
2025-12-01T19:15:00+00:00,rack_02,25.86,99.9930,28.45,1.16,idle,ok
2025-12-01T19:30:00+00:00,rack_01,27.97,99.9897,26.26,7.17,charging,ok
2025-12-01T19:30:00+00:00,rack_02,27.58,99.9967,28.10,6.88,charging,ok
2025-12-01T19:45:00+00:00,rack_01,28.16,100.0000,26.45,0.76,idle,ok
2025-12-01T19:45:00+00:00,rack_02,28.82,100.0000,28.60,4.98,charging,ok
2025-12-01T20:00:00+00:00,rack_01,29.07,99.9885,26.32,3.63,charging,ok
2025-12-01T20:00:00+00:00,rack_02,29.96,100.0000,28.80,4.57,charging,ok
2025-12-01T20:15:00+00:00,rack_01,30.28,100.0000,26.54,4.86,charging,ok
2025-12-01T20:15:00+00:00,rack_02,30.73,99.9927,28.28,3.05,charging,ok
2025-12-01T20:30:00+00:00,rack_01,31.56,99.9889,26.44,5.12,charging,ok
2025-12-01T20:30:00+00:00,rack_02,32.15,99.9964,28.30,5.68,charging,ok
2025-12-01T20:45:00+00:00,rack_01,32.99,99.9908,26.74,5.70,charging,ok
2025-12-01T20:45:00+00:00,rack_02,31.93,99.9962,28.70,-0.86,idle,ok
2025-12-01T21:00:00+00:00,rack_01,33.38,100.0000,26.44,1.59,idle,ok
2025-12-01T21:00:00+00:00,rack_02,34.43,99.9893,28.63,9.99,charging,ok
2025-12-01T21:15:00+00:00,rack_01,35.38,99.9948,27.02,7.98,charging,ok
2025-12-01T21:15:00+00:00,rack_02,35.78,100.0000,29.08,5.42,charging,ok
2025-12-01T21:30:00+00:00,rack_01,37.12,99.9898,26.52,6.97,charging,ok
2025-12-01T21:30:00+00:00,rack_02,37.81,100.0000,28.78,8.11,charging,ok
2025-12-01T21:45:00+00:00,rack_01,39.80,100.0000,27.12,10.73,charging,ok
2025-12-01T21:45:00+00:00,rack_02,40.05,100.0000,28.76,8.98,charging,ok
2025-12-01T22:00:00+00:00,rack_01,40.10,99.9912,26.80,1.18,idle,ok
2025-12-01T22:00:00+00:00,rack_02,41.66,99.9994,28.87,6.41,charging,ok
2025-12-01T22:15:00+00:00,rack_01,43.60,100.0000,26.94,14.02,charging,ok
2025-12-01T22:15:00+00:00,rack_02,43.38,100.0000,28.90,6.91,charging,ok
2025-12-01T22:30:00+00:00,rack_01,45.83,100.0000,27.00,8.90,charging,ok
2025-12-01T22:30:00+00:00,rack_02,43.92,99.9944,29.45,2.17,charging,ok
2025-12-01T22:45:00+00:00,rack_01,48.15,99.9960,27.59,9.29,charging,ok
2025-12-01T22:45:00+00:00,rack_02,46.04,100.0000,29.52,8.44,charging,ok
2025-12-01T23:00:00+00:00,rack_01,48.13,100.0000,27.81,-0.08,idle,ok
2025-12-01T23:00:00+00:00,rack_02,49.33,99.9905,29.92,13.18,charging,ok
2025-12-01T23:15:00+00:00,rack_01,51.84,99.9950,27.59,14.82,charging,ok
2025-12-01T23:15:00+00:00,rack_02,50.85,99.9982,29.52,6.08,charging,ok
2025-12-01T23:30:00+00:00,rack_01,54.10,100.0000,27.45,9.04,charging,ok
2025-12-01T23:30:00+00:00,rack_02,54.36,100.0000,30.03,14.06,charging,ok
2025-12-01T23:45:00+00:00,rack_01,55.87,99.9967,28.07,7.10,charging,ok
2025-12-01T23:45:00+00:00,rack_02,56.49,99.9934,30.13,8.51,charging,ok
2025-12-02T00:00:00+00:00,rack_01,57.59,99.9977,27.95,6.88,charging,ok
2025-12-02T00:00:00+00:00,rack_02,58.05,99.9934,30.28,6.25,charging,ok
2025-12-02T00:15:00+00:00,rack_01,60.42,99.9897,28.42,11.31,charging,ok
2025-12-02T00:15:00+00:00,rack_02,59.01,99.9973,30.21,3.83,charging,ok
2025-12-02T00:30:00+00:00,rack_01,61.45,99.9885,28.52,4.13,charging,ok
2025-12-02T00:30:00+00:00,rack_02,60.98,99.9922,30.47,7.87,charging,ok
2025-12-02T00:45:00+00:00,rack_01,63.46,100.0000,28.51,8.02,charging,ok
2025-12-02T00:45:00+00:00,rack_02,63.30,99.9881,30.71,9.30,charging,ok
2025-12-02T01:00:00+00:00,rack_01,64.92,100.0000,28.46,5.84,charging,ok
2025-12-02T01:00:00+00:00,rack_02,66.53,100.0000,30.58,12.91,charging,ok
2025-12-02T01:15:00+00:00,rack_01,67.92,100.0000,28.25,12.03,charging,ok
2025-12-02T01:15:00+00:00,rack_02,67.28,100.0000,30.42,2.99,charging,ok
2025-12-02T01:30:00+00:00,rack_01,70.13,99.9973,28.71,8.83,charging,ok
2025-12-02T01:30:00+00:00,rack_02,69.76,100.0000,30.55,9.92,charging,ok
2025-12-02T01:45:00+00:00,rack_01,72.36,99.9933,28.60,8.91,charging,ok
2025-12-02T01:45:00+00:00,rack_02,70.96,99.9917,30.49,4.82,charging,ok
2025-12-02T02:00:00+00:00,rack_01,73.84,100.0000,28.65,5.90,charging,ok
2025-12-02T02:00:00+00:00,rack_02,73.07,99.9975,31.08,8.42,charging,ok
2025-12-02T02:15:00+00:00,rack_01,76.70,99.9983,28.83,11.46,charging,ok
2025-12-02T02:15:00+00:00,rack_02,74.60,99.9917,30.78,6.11,charging,ok
2025-12-02T02:30:00+00:00,rack_01,76.52,99.9881,29.12,-0.74,idle,ok
2025-12-02T02:30:00+00:00,rack_02,76.74,100.0000,31.14,8.58,charging,ok
2025-12-02T02:45:00+00:00,rack_01,79.40,99.9903,29.48,11.55,charging,ok
2025-12-02T02:45:00+00:00,rack_02,78.91,100.0000,31.25,8.66,charging,ok
2025-12-02T03:00:00+00:00,rack_01,80.41,99.9966,29.02,4.02,charging,ok
2025-12-02T03:00:00+00:00,rack_02,79.40,100.0000,31.25,1.99,idle,ok
2025-12-02T03:15:00+00:00,rack_01,82.71,99.9957,29.01,9.20,charging,ok
2025-12-02T03:15:00+00:00,rack_02,82.25,99.9888,31.07,11.36,charging,ok
2025-12-02T03:30:00+00:00,rack_01,83.43,99.9938,29.82,2.91,charging,ok
2025-12-02T03:30:00+00:00,rack_02,82.37,100.0000,31.51,0.49,idle,ok
2025-12-02T03:45:00+00:00,rack_01,85.22,99.9922,29.51,7.14,charging,ok
2025-12-02T03:45:00+00:00,rack_02,84.40,99.9965,31.78,8.14,charging,ok
2025-12-02T04:00:00+00:00,rack_01,86.82,99.9938,29.66,6.41,charging,ok
2025-12-02T04:00:00+00:00,rack_02,85.91,100.0000,31.92,6.02,charging,ok
2025-12-02T04:15:00+00:00,rack_01,85.95,99.9919,29.74,-3.50,discharging,ok
2025-12-02T04:15:00+00:00,rack_02,85.83,99.9911,31.27,-0.33,idle,ok
2025-12-02T04:30:00+00:00,rack_01,86.33,99.9966,29.74,1.54,idle,ok
2025-12-02T04:30:00+00:00,rack_02,87.03,99.9923,31.83,4.80,charging,ok
2025-12-02T04:45:00+00:00,rack_01,88.76,99.9967,29.85,9.72,charging,ok
2025-12-02T04:45:00+00:00,rack_02,89.29,100.0000,31.80,9.07,charging,ok
2025-12-02T05:00:00+00:00,rack_01,89.28,100.0000,29.68,2.07,charging,ok
2025-12-02T05:00:00+00:00,rack_02,89.00,100.0000,32.07,-1.17,idle,ok
2025-12-02T05:15:00+00:00,rack_01,90.16,99.9890,29.50,3.52,charging,ok
2025-12-02T05:15:00+00:00,rack_02,88.91,100.0000,31.82,-0.34,idle,ok
2025-12-02T05:30:00+00:00,rack_01,89.21,99.9900,29.94,-3.78,discharging,ok
2025-12-02T05:30:00+00:00,rack_02,90.20,100.0000,31.78,5.15,charging,ok
2025-12-02T05:45:00+00:00,rack_01,89.92,99.9891,29.43,2.80,charging,ok
2025-12-02T05:45:00+00:00,rack_02,89.77,99.9940,31.60,-1.74,idle,ok
2025-12-02T06:00:00+00:00,rack_01,89.02,100.0000,30.07,-3.59,discharging,ok
2025-12-02T06:00:00+00:00,rack_02,90.18,100.0000,32.20,1.65,idle,ok
2025-12-02T06:15:00+00:00,rack_01,90.34,99.9929,29.43,5.30,charging,ok
2025-12-02T06:15:00+00:00,rack_02,90.55,99.9969,31.92,1.46,idle,ok
2025-12-02T06:30:00+00:00,rack_01,90.72,99.9911,29.85,1.51,idle,ok
2025-12-02T06:30:00+00:00,rack_02,90.05,99.9973,31.46,-2.00,discharging,ok
2025-12-02T06:45:00+00:00,rack_01,89.01,99.9941,29.90,-6.84,discharging,ok
2025-12-02T06:45:00+00:00,rack_02,90.23,99.9940,31.92,0.75,idle,ok
2025-12-02T07:00:00+00:00,rack_01,88.38,100.0000,29.99,-2.51,discharging,ok
2025-12-02T07:00:00+00:00,rack_02,89.01,99.9965,31.59,-4.89,discharging,ok
2025-12-02T07:15:00+00:00,rack_01,87.85,100.0000,29.63,-2.13,discharging,ok
2025-12-02T07:15:00+00:00,rack_02,88.31,100.0000,31.83,-2.81,discharging,ok
2025-12-02T07:30:00+00:00,rack_01,87.63,99.9956,29.41,-0.89,idle,ok
2025-12-02T07:30:00+00:00,rack_02,87.19,100.0000,31.76,-4.46,discharging,ok
2025-12-02T07:45:00+00:00,rack_01,87.27,99.9914,29.65,-1.42,idle,ok
2025-12-02T07:45:00+00:00,rack_02,87.67,99.9961,31.77,1.92,idle,ok
2025-12-02T08:00:00+00:00,rack_01,84.74,100.0000,29.65,-10.14,discharging,ok
2025-12-02T08:00:00+00:00,rack_02,85.02,99.9905,31.60,-10.62,discharging,ok
2025-12-02T08:15:00+00:00,rack_01,84.65,99.9892,29.89,-0.36,idle,ok
2025-12-02T08:15:00+00:00,rack_02,85.51,99.9965,31.19,1.97,idle,ok
2025-12-02T08:30:00+00:00,rack_01,84.08,99.9973,29.60,-2.27,discharging,ok
2025-12-02T08:30:00+00:00,rack_02,83.31,99.9928,31.70,-8.83,discharging,ok
2025-12-02T08:45:00+00:00,rack_01,83.09,99.9921,29.39,-3.97,discharging,ok
2025-12-02T08:45:00+00:00,rack_02,81.66,100.0000,31.36,-6.60,discharging,ok
2025-12-02T09:00:00+00:00,rack_01,81.39,100.0000,29.09,-6.78,discharging,ok
2025-12-02T09:00:00+00:00,rack_02,81.18,99.9955,31.62,-1.91,idle,ok
2025-12-02T09:15:00+00:00,rack_01,78.95,100.0000,29.01,-9.78,discharging,ok
2025-12-02T09:15:00+00:00,rack_02,78.45,99.9990,31.59,-10.93,discharging,ok
2025-12-02T09:30:00+00:00,rack_01,77.26,99.9902,29.13,-6.75,discharging,ok
2025-12-02T09:30:00+00:00,rack_02,76.91,99.9982,31.13,-6.13,discharging,ok
2025-12-02T09:45:00+00:00,rack_01,75.45,99.9936,28.75,-7.24,discharging,ok
2025-12-02T09:45:00+00:00,rack_02,76.03,99.9986,30.79,-3.53,discharging,ok
2025-12-02T10:00:00+00:00,rack_01,74.41,99.9880,29.10,-4.15,discharging,ok
2025-12-02T10:00:00+00:00,rack_02,74.24,100.0000,30.81,-7.15,discharging,ok
2025-12-02T10:15:00+00:00,rack_01,72.27,100.0000,29.18,-8.58,discharging,ok
2025-12-02T10:15:00+00:00,rack_02,71.86,99.9879,30.80,-9.52,discharging,ok
2025-12-02T10:30:00+00:00,rack_01,70.15,100.0000,28.99,-8.45,discharging,ok
2025-12-02T10:30:00+00:00,rack_02,69.79,99.9976,30.65,-8.28,discharging,ok
2025-12-02T10:45:00+00:00,rack_01,68.48,99.9953,28.70,-6.69,discharging,ok
2025-12-02T10:45:00+00:00,rack_02,67.12,99.9965,30.95,-10.71,discharging,ok
2025-12-02T11:00:00+00:00,rack_01,65.52,100.0000,28.59,-11.83,discharging,ok
2025-12-02T11:00:00+00:00,rack_02,66.76,100.0000,30.75,-1.45,idle,ok
2025-12-02T11:15:00+00:00,rack_01,63.55,99.9934,28.53,-7.89,discharging,ok
2025-12-02T11:15:00+00:00,rack_02,64.46,100.0000,29.98,-9.17,discharging,ok
2025-12-02T11:30:00+00:00,rack_01,60.71,99.9997,28.57,-11.38,discharging,ok
2025-12-02T11:30:00+00:00,rack_02,62.94,100.0000,30.18,-6.11,discharging,ok
2025-12-02T11:45:00+00:00,rack_01,58.66,99.9997,28.42,-8.18,discharging,ok
2025-12-02T11:45:00+00:00,rack_02,59.49,100.0000,30.44,-13.78,discharging,ok
2025-12-02T12:00:00+00:00,rack_01,56.41,100.0000,27.83,-9.01,discharging,ok
2025-12-02T12:00:00+00:00,rack_02,57.20,99.9899,30.02,-9.16,discharging,ok
2025-12-02T12:15:00+00:00,rack_01,55.53,100.0000,27.62,-3.51,discharging,ok
2025-12-02T12:15:00+00:00,rack_02,54.36,100.0000,29.98,-11.34,discharging,ok
2025-12-02T12:30:00+00:00,rack_01,52.64,100.0000,27.48,-11.59,discharging,ok
2025-12-02T12:30:00+00:00,rack_02,53.16,99.9920,29.57,-4.80,discharging,ok
2025-12-02T12:45:00+00:00,rack_01,49.98,100.0000,27.97,-10.62,discharging,ok
2025-12-02T12:45:00+00:00,rack_02,51.59,99.9901,29.60,-6.32,discharging,ok
2025-12-02T13:00:00+00:00,rack_01,48.72,99.9987,27.65,-5.06,discharging,ok
2025-12-02T13:00:00+00:00,rack_02,48.91,99.9919,29.81,-10.72,discharging,ok
2025-12-02T13:15:00+00:00,rack_01,46.33,99.9946,27.41,-9.55,discharging,ok
2025-12-02T13:15:00+00:00,rack_02,46.42,99.9983,29.48,-9.94,discharging,ok
2025-12-02T13:30:00+00:00,rack_01,46.25,99.9928,27.69,-0.34,idle,ok
2025-12-02T13:30:00+00:00,rack_02,45.44,99.9924,29.36,-3.92,discharging,ok
2025-12-02T13:45:00+00:00,rack_01,43.57,100.0000,26.84,-10.69,discharging,ok
